縣市代號,縣市,大類別,小類別代號,小類別名稱,地標名稱,緯度,經度
Z,連江縣,交通運輸,16,航空站,連江縣交通部民用航空局北竿航空站,26.22360296092991,119.99939448619087
Z,連江縣,交通運輸,16,航空站,連江縣交通部民用航空局南竿航空站,26.157888500962606,119.95545885820741
Z,連江縣,交通運輸,16,航空站,連江縣政府東莒直昇機飛行場,25.958038412518988,119.96738071015889
Z,連江縣,交通運輸,16,航空站,連江縣政府東引直昇機飛行場,26.359200678704813,120.48382214264717
Z,連江縣,交通運輸,16,航空站,連江縣政府西莒直昇機飛行場,25.97156870282076,119.9359104412273
Z,連江縣,交通運輸,16,航空站,北竿機場(大道機場),26.224128006397237,119.99975699984229
Z,連江縣,交通運輸,16,航空站,北竿航空站,26.2241350143004,119.99977599990456
Z,連江縣,交通運輸,16,航空站,交通部民用航空局南竿航空站,26.157584998598114,119.95546899978518
Z,連江縣,交通運輸,17,碼頭,連江縣馬祖港,26.15822844783256,119.91642294032336
Z,連江縣,交通運輸,17,碼頭,連江縣白沙漁港,26.205364329449708,119.96860610683837
Z,連江縣,交通運輸,17,碼頭,連江縣福澳漁港,26.159101780010545,119.94280453962226
Z,連江縣,交通運輸,17,碼頭,連江縣山隴漁港,26.154437354479537,119.95172110185383
Z,連江縣,交通運輸,17,碼頭,連江縣午沙港,26.218003688751278,119.98892374030953
Z,連江縣,交通運輸,17,碼頭,連江縣橋仔漁港,26.235576765049736,119.99319723981732
Z,連江縣,交通運輸,17,碼頭,連江縣馬祖東莒猛澳港旅運中心,25.958204453641077,119.96435581496235
Z,連江縣,交通運輸,17,碼頭,連江縣大坵港,26.244536129687166,119.99576713308909
Z,連江縣,交通運輸,17,碼頭,連江縣青帆漁港,25.97117547678014,119.93145962839932
Z,連江縣,交通運輸,17,碼頭,連江縣猛沃漁港,25.957535524687618,119.9647812642018
Z,連江縣,交通運輸,17,碼頭,連江縣中柱漁港,26.364113642096388,120.48491497318831
Z,連江縣,交通運輸,17,碼頭,連江縣珠螺港,26.15922907553769,119.9314965515714
Z,連江縣,交通運輸,17,碼頭,連江縣福正漁港,25.968531503112892,119.98184117743942
Z,連江縣,交通運輸,17,碼頭,北澳港,26.37063801207894,120.4916539996855
