縣市代號,縣市,大類別,小類別代號,小類別名稱,地標名稱,緯度,經度
O,新竹市,交通運輸,11,火車站,新竹市臺鐵新竹車站,24.80153350729693,120.97154428056882
O,新竹市,交通運輸,11,火車站,新竹火車站,24.801677002767708,120.97165800000121
O,新竹市,交通運輸,11,火車站,香山火車站,24.763154001084562,120.91389900000739
O,新竹市,交通運輸,11,火車站,香山火車站,24.763154001084562,120.91389900000739
O,新竹市,交通運輸,12,客運站,新竹客運-市區公車站,24.80661999369554,120.9749149999967
O,新竹市,交通運輸,12,客運站,阿羅哈客運-新竹站,24.789428011593994,121.00395499999264
O,新竹市,交通運輸,12,客運站,統聯客運-金城站(自營站),24.793716997384816,121.00165099999134
O,新竹市,交通運輸,12,客運站,和欣客運-新竹站,24.797909003115784,120.99014799999932
O,新竹市,交通運輸,12,客運站,苗栗客運-新竹站,24.802529007885013,120.97129499999895
O,新竹市,交通運輸,12,客運站,國光客運-清大站,24.795914005935536,120.99759599999348
O,新竹市,交通運輸,12,客運站,國光客運-清大站,24.795914005935536,120.99759599999348
O,新竹市,交通運輸,12,客運站,新竹客運-新竹總站,24.801218010301994,120.9705439999949
O,新竹市,交通運輸,12,客運站,國光客運-新竹車站,24.801252003383198,120.97018399999618
O,新竹市,交通運輸,17,碼頭,新竹市新竹漁港,24.849383276357557,120.92094562662727
O,新竹市,交通運輸,17,碼頭,新竹市南寮舊漁港,24.84943065935521,120.93053127794916
O,新竹市,交通運輸,17,碼頭,新竹市海山漁港,24.764576696282212,120.90361409947907
O,新竹市,交通運輸,17,碼頭,南寮漁港,24.849550998360712,120.93041100000393
O,新竹市,交通運輸,17,碼頭,新竹漁港,24.84737400477451,120.92505300000826
O,新竹市,交通運輸,17,碼頭,海山漁港,24.765293007870415,120.90452600000681
O,新竹市,交通運輸,18,主要道路建設,新竹市茄苳交流道,24.75694610141047,120.95705507010035
O,新竹市,交通運輸,18,主要道路建設,新竹市新竹二交流道,24.819796026444635,120.9948274017288
O,新竹市,交通運輸,18,主要道路建設,新竹市新竹一交流道,24.826113611600817,120.97164402731833
O,新竹市,交通運輸,18,主要道路建設,新竹市新竹科園交流道,24.804496095942,121.01787850133051
O,新竹市,交通運輸,18,主要道路建設,新竹市南寮端,24.84416390463202,120.93572019499946
O,新竹市,交通運輸,18,主要道路建設,台68-南寮端-東行,24.84308899435817,120.93771100001094
O,新竹市,交通運輸,18,主要道路建設,台68-新竹一交流道-西行,24.826867009654357,120.96956099999642
O,新竹市,交通運輸,18,主要道路建設,台68-新竹一交流道-東行,24.825472998205033,120.97335399999811
O,新竹市,交通運輸,18,主要道路建設,國1-新竹交流道-北上,24.78264901159433,121.00386599999285
O,新竹市,交通運輸,18,主要道路建設,台68-新竹二交流道-西行,24.820933997374333,120.99221800000134
O,新竹市,交通運輸,18,主要道路建設,台68-新竹科園交流道-西行,24.8071869954279,121.01478999999082
O,新竹市,交通運輸,18,主要道路建設,國3-茄苳交流道-北上,24.758051001934888,120.96052900000026
O,新竹市,交通運輸,18,主要道路建設,台68-新竹二交流道-東行,24.818480997592356,120.99754199999695
O,新竹市,交通運輸,18,主要道路建設,台68-新竹科園交流道-東行,24.80380400888266,121.01823699999451
O,新竹市,交通運輸,18,主要道路建設,國3-香山交流道-北上,24.73697400486499,120.91410400000527
O,新竹市,交通運輸,18,主要道路建設,國3-茄苳交流道-南下,24.75703300384888,120.9559160000036
O,新竹市,交通運輸,18,主要道路建設,台61-香北路平交匝道-北上,24.796282001181112,120.91997100000926
O,新竹市,交通運輸,18,主要道路建設,台61-美山連絡道平交匝道-北上,24.781550007211695,120.91531000000276
O,新竹市,交通運輸,18,主要道路建設,台61-美山連絡道平交匝道-南下,24.775740004672116,120.91417300000096
O,新竹市,交通運輸,18,主要道路建設,台61-海山路平交匝道-北上,24.764873008286667,120.91106400000274
O,新竹市,交通運輸,18,主要道路建設,台61-海山路平交匝道-南下,24.760466000272178,120.90731100000536
O,新竹市,交通運輸,18,主要道路建設,台61-長興街106巷平交匝道-北上,24.75368200996885,120.90585999999911
O,新竹市,交通運輸,18,主要道路建設,台61-長興街106巷平交匝道-南下,24.74968300413683,120.90425000000674
O,新竹市,交通運輸,18,主要道路建設,台61-香山連絡道平交匝道-北上,24.746111001668492,120.90153400000577
O,新竹市,交通運輸,18,主要道路建設,台61-香山連絡道平交匝道-南下,24.740225999733358,120.89219700001222
O,新竹市,交通運輸,18,主要道路建設,台61-中華路五段208巷平交匝道,24.78564300499903,120.91654400000205
O,新竹市,交通運輸,18,主要道路建設,台61-中華路五段320巷平交匝道,24.78349000316211,120.9157100000047
O,新竹市,公共建設,21,國小,新竹市東區龍山國民小學,24.78943909412801,121.00774635165429
O,新竹市,公共建設,21,國小,新竹市香山區虎林國民小學,24.8060231305269,120.94119451889286
O,新竹市,公共建設,21,國小,新竹市東區建功國民小學附設幼稚園,24.80033069276267,120.99927344039693
O,新竹市,公共建設,21,國小,新竹市北區舊社國民小學,24.822441015491087,120.97350049756076
O,新竹市,公共建設,21,國小,新竹市北區民富國民小學,24.80832425155996,120.96033997705945
O,新竹市,公共建設,21,國小,新竹市私立矽谷雙語中小學,24.768172571079134,120.96587755710361
O,新竹市,公共建設,21,國小,新竹市東區竹蓮國民小學,24.7960852134123,120.97321247800285
O,新竹市,公共建設,21,國小,新竹市香山區港南國民小學,24.814212001206425,120.9229010491412
O,新竹市,公共建設,21,國小,新竹市香山區大庄國民小學,24.7894846705822,120.92742681112132
O,新竹市,公共建設,21,國小,新竹市香山區南隘國民小學,24.727157627005326,120.92946196527424
O,新竹市,公共建設,21,國小,新竹市東區陽光國民小學附設實驗幼兒園,24.790232017520417,120.96806831555718
O,新竹市,公共建設,21,國小,新竹市東區水源國民小學,24.81261163485767,121.00255297743809
O,新竹市,公共建設,21,國小,新竹市北區西門國民小學附設幼稚園,24.802975686051862,120.95879854902869
O,新竹市,公共建設,21,國小,新竹市東區東門國民小學,24.80568624940784,120.97248668303452
O,新竹市,公共建設,21,國小,新竹市北區載熙國民小學,24.81968355509437,120.96346633408223
O,新竹市,公共建設,21,國小,新竹市東區三民國民小學附設幼稚園,24.81288191694212,120.9825893322952
O,新竹市,公共建設,21,國小,新竹市北區南寮國民小學,24.838636764346084,120.93979653372773
O,新竹市,公共建設,21,國小,新竹市香山區香山國民小學附設幼稚園,24.796838177802805,120.94409496786636
O,新竹市,公共建設,21,國小,新竹市東區青草湖國民小學,24.769614299897913,120.97759156369378
O,新竹市,公共建設,21,國小,新竹市東區東園國民小學附設幼稚園,24.799668261563834,120.98450252468054
O,新竹市,公共建設,21,國小,新竹市香山區香山國民小學,24.796571737087998,120.94379142457412
O,新竹市,公共建設,21,國小,新竹市北區北門國民小學,24.8139387964674,120.96575497672812
O,新竹市,公共建設,21,國小,新竹市香山區朝山國民小學,24.765508646338567,120.91334649696127
O,新竹市,公共建設,21,國小,新竹市香山區頂埔國民小學,24.79775087902874,120.95005833104476
O,新竹市,公共建設,21,國小,新竹市北區民富國民小學附設幼稚園,24.80852219901768,120.9597464675557
O,新竹市,公共建設,21,國小,新竹市國立新竹教育大學附設實驗國民小學,24.79923151468832,120.96127159193519
O,新竹市,公共建設,21,國小,新竹市東區東園國民小學,24.79980801552543,120.98503383707926
O,新竹市,公共建設,21,國小,新竹市香山區大湖國民小學,24.74583038460453,120.93357565911387
O,新竹市,公共建設,21,國小,新竹市私立曙光國民小學,24.812730314020342,120.970956527391
O,新竹市,公共建設,21,國小,新竹市東區高峰國民小學,24.780259344845653,120.98373332831865
O,新竹市,公共建設,21,國小,新竹市香山區茄苳國民小學附設實驗幼兒園,24.755472112732765,120.94568177046436
O,新竹市,公共建設,21,國小,新竹市東區關東國民小學,24.78444433206676,121.02121933173464
O,新竹市,公共建設,21,國小,新竹市東區三民國民小學,24.812997154114985,120.98205206427845
O,新竹市,公共建設,21,國小,新竹市東區陽光國民小學,24.78996658511859,120.96755613419779
O,新竹市,公共建設,21,國小,新竹市香山區南隘國民小學附設實驗幼兒園,24.726930467637356,120.9290892161668
O,新竹市,公共建設,21,國小,新竹市東區新竹國民小學,24.796663695223916,120.96617106470984
O,新竹市,公共建設,21,國小,新竹市新竹立香山區內湖國民小學,24.741929182649287,120.90711319190423
O,新竹市,公共建設,21,國小,新竹市國立新竹教育大學實驗國民小學附設幼稚園,24.798994208191697,120.9615585297808
O,新竹市,公共建設,21,國小,新竹市香山區茄苳國民小學,24.755724125140468,120.94592958781118
O,新竹市,公共建設,21,國小,新竹市北區西門國民小學補校,24.80332507508809,120.9589025086317
O,新竹市,公共建設,21,國小,新竹市北區西門國民小學,24.8028029043882,120.95979575231058
O,新竹市,公共建設,21,國小,新竹市東區科園國民小學,24.781863178635607,121.00865593168264
O,新竹市,公共建設,21,國小,市立竹光國中,24.8086110076783,120.95523999999477
O,新竹市,公共建設,21,國小,市立光華國中,24.817975001747303,120.97390999999905
O,新竹市,公共建設,21,國小,市立南華國中,24.844052996901254,120.92746400000911
O,新竹市,公共建設,21,國小,國立新竹師範學院附設實驗國民小學,24.799740997349378,120.96156800000453
O,新竹市,公共建設,21,國小,市立北門國小,24.813580000183837,120.96598899999783
O,新竹市,公共建設,21,國小,市立西門國小,24.80264399613479,120.95950499999785
O,新竹市,公共建設,21,國小,市立民富國小,24.808199000755618,120.96016000000084
O,新竹市,公共建設,21,國小,市立載熙國小,24.81948500068697,120.96285699999783
O,新竹市,公共建設,21,國小,市立南寮國小,24.839100999948208,120.93930700000622
O,新竹市,公共建設,21,國小,市立舊社國小,24.822785002705643,120.97312099999769
O,新竹市,公共建設,21,國小,市立關東國小,24.78387700345459,121.02159799999113
O,新竹市,公共建設,21,國小,市立新科國中,24.780265997389606,121.02423799999437
O,新竹市,公共建設,21,國小,市立光武國中,24.786031004158637,121.01186299999671
O,新竹市,公共建設,21,國小,市立三民國中,24.813942004790217,120.98064300000105
O,新竹市,公共建設,21,國小,市立育賢國中,24.790027009585973,120.96569899999773
O,新竹市,公共建設,21,國小,市立建華國中,24.793842000594612,120.9767970000033
O,新竹市,公共建設,21,國小,市立培英國中,24.794353998320794,120.9781400000033
O,新竹市,公共建設,21,國小,市立建功國中,24.800491008820043,120.99863599999219
O,新竹市,公共建設,21,國小,市立建功國中,24.800491008820043,120.99863599999219
O,新竹市,公共建設,21,國小,私立曙光國小,24.812291007257635,120.97091999999405
O,新竹市,公共建設,21,國小,市立東門國小,24.8043210003312,120.97207300000181
O,新竹市,公共建設,21,國小,市立水源國小,24.81296899459882,121.00323399999928
O,新竹市,公共建設,21,國小,市立龍山國小,24.789274007485414,121.00746299999129
O,新竹市,公共建設,21,國小,市立三民國小,24.812638994825132,120.98145399999677
O,新竹市,公共建設,21,國小,市立建功國小,24.800491008820043,120.99863599999219
O,新竹市,公共建設,21,國小,市立建功國小,24.800491008820043,120.99863599999219
O,新竹市,公共建設,21,國小,市立竹蓮國小,24.79658300518093,120.97473899999824
O,新竹市,公共建設,21,國小,市立東園國小,24.79993699720099,120.98564800000167
O,新竹市,公共建設,21,國小,市立新竹國小,24.796182994533012,120.96639500000163
O,新竹市,公共建設,21,國小,市立新竹國小,24.796182994533012,120.96639500000163
O,新竹市,公共建設,21,國小,建功國小附設幼稚,24.800491008820043,120.99863599999219
O,新竹市,公共建設,21,國小,建功國小附設幼稚,24.800491008820043,120.99863599999219
O,新竹市,公共建設,21,國小,市立陽光國小,24.790678998060947,120.96825300000282
O,新竹市,公共建設,21,國小,市立高峰國小(籌),24.79658300518093,120.97473899999824
O,新竹市,公共建設,21,國小,市立青草湖國小(籌),24.8043210003312,120.97207300000181
O,新竹市,公共建設,21,國小,市立科園國小,24.781940998506403,121.01228399999441
O,新竹市,公共建設,21,國小,私立矽谷雙語中小學,24.76834999571415,120.96588500000419
O,新竹市,公共建設,21,國小,市立內湖國中,24.74222200573422,120.91119900000419
O,新竹市,公共建設,21,國小,市立虎林國中,24.805280001062304,120.9419810000074
O,新竹市,公共建設,21,國小,市立富禮國中,24.764123004674218,120.91268100000433
