縣市代號,縣市,大類別,小類別代號,小類別名稱,地標名稱,緯度,經度
F,新北市,交通運輸,11,火車站,新北市臺鐵板橋車站,25.014402313937808,121.46364725354
F,新北市,交通運輸,11,火車站,新北市臺鐵嶺腳車站,25.03014726174707,121.74799160606541
F,新北市,交通運輸,11,火車站,新北市臺鐵雙溪車站,25.038553984129187,121.86655300300689
F,新北市,交通運輸,11,火車站,新北市臺鐵樹林車站,24.991236347062117,121.42476283876192
F,新北市,交通運輸,11,火車站,新北市臺鐵瑞芳車站,25.108972232502293,121.80548297584954
F,新北市,交通運輸,11,火車站,新北市臺鐵五堵車站,25.07786159962406,121.6676388315672
F,新北市,交通運輸,11,火車站,新北市臺鐵貢寮車站,25.021824646814085,121.90877618083249
F,新北市,交通運輸,11,火車站,新北市臺鐵汐止車站,25.068542514400228,121.66202521231585
F,新北市,交通運輸,11,火車站,新北市臺鐵三貂嶺車站,25.066179811948334,121.82238763629813
F,新北市,交通運輸,11,火車站,新北市臺鐵鶯歌車站,24.954532494730085,121.3551855666233
F,新北市,交通運輸,11,火車站,新北市臺鐵山佳車站,24.972605979382404,121.3928269993395
F,新北市,交通運輸,11,火車站,新北市臺鐵平溪車站,25.02556996198818,121.7400120405748
F,新北市,交通運輸,11,火車站,新北市臺鐵望古車站,25.034272523021826,121.76325283422933
F,新北市,交通運輸,11,火車站,四腳亭火車站,25.10273700754634,121.76190899991629
F,新北市,交通運輸,11,火車站,侯硐火車站,25.08696700948923,121.82742099992052
F,新北市,交通運輸,11,火車站,侯硐火車站,25.08696700948923,121.82742099992052
F,新北市,交通運輸,11,火車站,瑞芳火車站,25.108286010243372,121.80597399992342
F,新北市,交通運輸,11,火車站,三貂嶺火車站,25.06557200817672,121.82256499991313
F,新北市,交通運輸,11,火車站,汐止火車站,25.06872000560548,121.66200399991853
F,新北市,交通運輸,11,火車站,汐科火車站,25.06408499865145,121.65242299987884
F,新北市,交通運輸,11,火車站,貢寮火車站,25.021855006231064,121.90869699988518
F,新北市,交通運輸,11,火車站,福隆火車站,25.01593101234949,121.9447249999177
F,新北市,交通運輸,11,火車站,福隆火車站,25.01593101234949,121.9447249999177
F,新北市,交通運輸,11,火車站,大華火車站,25.049953995808977,121.79738399983803
F,新北市,交通運輸,11,火車站,大華火車站,25.049953995808977,121.79738399983803
F,新北市,交通運輸,11,火車站,望古火車站,25.03445400651473,121.7633989999047
F,新北市,交通運輸,11,火車站,菁桐火車站,25.02386500510521,121.72391899990924
F,新北市,交通運輸,11,火車站,菁桐火車站,25.02386500510521,121.72391899990924
F,新北市,交通運輸,11,火車站,嶺腳火車站,25.03005000060614,121.74802299987923
F,新北市,交通運輸,11,火車站,平溪火車站,25.025616995967056,121.74012499984909
F,新北市,交通運輸,11,火車站,十分火車站,25.041015000286016,121.77501999986981
F,新北市,交通運輸,11,火車站,十分火車站,25.041015000286016,121.77501999986981
F,新北市,交通運輸,11,火車站,牡丹火車站,25.058735005402642,121.85195999988308
F,新北市,交通運輸,11,火車站,牡丹火車站,25.058735005402642,121.85195999988308
F,新北市,交通運輸,11,火車站,雙溪火車站,25.03857800140597,121.86646599985562
F,新北市,交通運輸,11,火車站,樹林火車站,24.991196007975923,121.42480499995315
F,新北市,交通運輸,11,火車站,山佳火車站,24.972551000081175,121.39279799993687
F,新北市,交通運輸,11,火車站,五堵火車站,25.077840006325506,121.66750099992026
F,新北市,交通運輸,11,火車站,板橋火車站,25.01393300215719,121.4640369999306
F,新北市,交通運輸,11,火車站,鶯歌火車站,24.95430000255443,121.35537499994419
F,新北市,交通運輸,12,客運站,國光客運-金山車站,25.21821400280235,121.64066799990385
F,新北市,交通運輸,12,客運站,三重客運-八里站,25.14113501134287,121.39349399997155
F,新北市,交通運輸,12,客運站,三重客運-五股站,25.090621001089183,121.42852499993458
F,新北市,交通運輸,12,客運站,中興巴士-天母站,25.07241400189484,121.47077999992823
F,新北市,交通運輸,12,客運站,中興巴士-三重站,25.07241400189484,121.47077999992823
F,新北市,交通運輸,12,客運站,首都客運-三重站,25.094972011138868,121.47775599996098
F,新北市,交通運輸,12,客運站,三重客運-蘆洲二站,25.08841799629405,121.45974299990723
F,新北市,交通運輸,12,客運站,三重客運-蘆洲一站,25.089375009856273,121.46553999995626
F,新北市,交通運輸,12,客運站,首都客運-二重站,25.072700999917622,121.4736219999215
F,新北市,交通運輸,12,客運站,臺北客運-總公司,25.072945003007028,121.49337199992799
F,新北市,交通運輸,12,客運站,統聯客運-總公司(總公司),25.057115006935245,121.47224799994922
F,新北市,交通運輸,12,客運站,統聯客運-重陽站(自營站),25.071205008491344,121.49278999994996
F,新北市,交通運輸,12,客運站,三重客運-南港站,25.058738006241956,121.48687299994177
