A,臺北市,交通運輸,11,火車站,臺北市臺鐵南港車站,121.60726401737,25.053541211018
A,臺北市,交通運輸,11,火車站,臺北市臺鐵松山車站,121.57893324442,25.049244088965
A,臺北市,交通運輸,11,火車站,臺北市臺鐵臺北車站,121.51689132403,25.047379460935
A,臺北市,交通運輸,11,火車站,松山火車站,121.579563,25.049388019475
A,臺北市,交通運輸,11,火車站,南港火車站,121.60694299999,25.053683019484
A,臺北市,交通運輸,11,火車站,萬華火車站(東站),121.50130999999,25.033621019446
A,臺北市,交通運輸,11,火車站,萬華火車站(西站),121.500342,25.033363019447
A,臺北市,交通運輸,11,火車站,萬華火車站(西站),121.500342,25.033363019447
A,臺北市,交通運輸,11,火車站,臺北火車站,121.517188,25.047374019469
A,臺北市,交通運輸,12,客運站,大南客運-關渡站,121.469172,25.122841019592
A,臺北市,交通運輸,12,客運站,中興巴士-中興洲美站,121.51027699999,25.09877401956
A,臺北市,交通運輸,12,客運站,大南客運-北投二站,121.49199399999,25.144623019631
A,臺北市,交通運輸,12,客運站,大南客運-士林站,121.514877,25.107197019575
A,臺北市,交通運輸,12,客運站,首都客運-士林站,121.50363499999,25.097882019557
A,臺北市,交通運輸,12,客運站,大南客運-北投一站,121.49106599999,25.143335019633
A,臺北市,交通運輸,12,客運站,首都客運-社子站,121.46904999999,25.108991019572
A,臺北市,交通運輸,12,客運站,首都客運-雙溪站,121.56614299999,25.105945019572
A,臺北市,交通運輸,12,客運站,中興巴士-故宮站,121.547746,25.098223019558
A,臺北市,交通運輸,12,客運站,首都客運-安康站,121.593081,25.061995019496
A,臺北市,交通運輸,12,客運站,大南客運-內湖站,121.58476399999,25.064918019504
A,臺北市,交通運輸,12,客運站,三重客運-內湖站,121.58216499999,25.061453019492
A,臺北市,交通運輸,12,客運站,首都客運-內湖站,121.582145,25.061853019496
A,臺北市,交通運輸,12,客運站,大有巴士,121.60233299999,25.063434019499
A,臺北市,交通運輸,12,客運站,飛狗巴士-時報廣場,121.58315899999,25.068708019505
A,臺北市,交通運輸,12,客運站,飛狗巴士-臺北總公司,121.58084899999,25.064419019497
A,臺北市,交通運輸,12,客運站,飛狗巴士-行天宮站,121.533438,25.063613019501
A,臺北市,交通運輸,12,客運站,臺北轉運站,121.51844599999,25.048848019478
A,臺北市,交通運輸,12,客運站,大有巴士-民生社區站,121.56568,25.070454019508
A,臺北市,交通運輸,12,客運站,飛狗巴士,121.57752999999,25.050210019479
A,臺北市,交通運輸,12,客運站,日統客運-臺北站(營業站),121.509508,25.048479019472
A,臺北市,交通運輸,12,客運站,首都客運-大龍峒站,121.51806699999,25.071290019508
A,臺北市,交通運輸,12,客運站,和欣客運-重慶北代售站,121.514052,25.073444019515
A,臺北市,交通運輸,12,客運站,市府轉運站,121.564994,25.040975019457
A,臺北市,交通運輸,12,客運站,大有巴士,121.570839,25.041142019457
A,臺北市,交通運輸,12,客運站,統聯客運-松山站(自營站),121.57762099999,25.046072019472
A,臺北市,交通運輸,12,客運站,尊龍客運-忠孝復興站,121.543516,25.04072001946
A,臺北市,交通運輸,12,客運站,統聯客運-六張犁站(代售處),121.551417,25.023583019434
A,臺北市,交通運輸,12,客運站,統聯客運-景美站(自營站),121.54050099999,24.992648019377
A,臺北市,交通運輸,12,客運站,臺北客運-木柵站,121.56092,24.988889019377
A,臺北市,交通運輸,12,客運站,首都客運-南港站,121.594154,25.055931019482
A,臺北市,交通運輸,12,客運站,大有巴士-舊庄站,121.6272,25.037451019452
A,臺北市,交通運輸,12,客運站,首都客運-經貿站,121.61018599999,25.059475019489
A,臺北市,交通運輸,12,客運站,大有巴士-松山商職站,121.59058099999,25.037209019457
A,臺北市,交通運輸,12,客運站,大有巴士-凌雲五村站,121.610928,25.033751019451
A,臺北市,交通運輸,12,客運站,臺北客運-中華站,121.610928,25.033751019451
A,臺北市,交通運輸,12,客運站,大有巴士-中華站,121.610928,25.033751019451
A,臺北市,交通運輸,12,客運站,首都客運-東園站,121.496882,25.019018019422
A,臺北市,交通運輸,12,客運站,國光客運-臺北西站A棟(原臺北東站),121.51450299999,25.047120019475
A,臺北市,交通運輸,12,客運站,國光客運-臺北西站B棟(原臺北西站),121.513744,25.047357019468
A,臺北市,交通運輸,12,客運站,巨業客運,121.51307599999,25.048512019472
A,臺北市,交通運輸,12,客運站,國光客運-臺北北站(國道客運總站),121.51307599999,25.048512019472
A,臺北市,交通運輸,12,客運站,統聯客運-臺北總站(自營站),121.51307599999,25.048512019472
A,臺北市,交通運輸,12,客運站,和欣客運-臺北總站,121.51307599999,25.048512019472
A,臺北市,交通運輸,13,捷運站,臺北市臺北捷運西湖站,121.56710276235,25.082164175975
A,臺北市,交通運輸,13,捷運站,臺北市臺北捷運麟光站,121.55900762856,25.018303998973
A,臺北市,交通運輸,13,捷運站,臺北市臺北捷運新北投站,121.50252751469,25.136909950304
A,臺北市,交通運輸,13,捷運站,臺北市臺北捷運大安站,121.54360846954,25.033097350259
A,臺北市,交通運輸,13,捷運站,臺北市臺北捷運劍南路站,121.55563917424,25.084773669165
A,臺北市,交通運輸,13,捷運站,臺北市臺北捷運葫洲站,121.60713415673,25.072580738195
A,臺北市,交通運輸,13,捷運站,臺北市臺北捷運永春站,121.57516685557,25.041043985529
